open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1704067200000,78.493000,81.727000,78.252000,80.804000,754312.0,1704070799999,60732911.1811000,177262,379940.9,30583154.8096000,0
1704070800000,80.816000,81.623000,80.033000,80.874000,363459.2,1704074399999,29390127.6003000,92014,172242.3,13931327.4662000,0
1704074400000,80.878000,81.023000,79.000000,79.143000,482153.5,1704077999999,38530625.3961000,111492,222511.4,17781000.2677000,0
1704078000000,79.144000,79.373000,74.110000,75.213000,1394578.2,1704081599999,106390787.6435000,291368,591919.8,45147388.4841000,0
1704081600000,75.205000,76.407000,74.300000,76.202000,784443.7,1704085199999,59203391.6213000,166849,410737.9,31018721.9247000,0
1704085200000,76.210000,77.000000,75.623000,75.977000,468933.4,1704088799999,35798679.7412000,100801,243571.1,18604334.8368000,0
1704088800000,75.973000,77.746000,75.702000,77.228000,323287.0,1704092399999,24755897.1536000,79865,182846.1,14009051.5373000,0
1704092400000,77.228000,77.684000,76.602000,77.318000,284712.9,1704095999999,21959767.5424000,69493,130526.5,10069765.2998000,0
1704096000000,77.315000,77.845000,76.000000,76.596000,370669.0,1704099599999,28481801.0950000,79914,162906.6,12520357.7747000,0
1704099600000,76.609000,77.873000,76.243000,77.786000,346825.9,1704103199999,26793586.1627000,74647,163011.1,12591923.1039000,0
1704103200000,77.779000,78.391000,77.108000,77.617000,323787.8,1704106799999,25169078.4346000,73026,161774.7,12576366.6173000,0
1704106800000,77.618000,78.090000,76.515000,77.363000,354176.1,1704110399999,27422890.7200000,81611,169045.9,13097004.2954000,0
1704110400000,77.363000,77.603000,75.702000,75.765000,461522.2,1704113999999,35322357.8505000,106681,194921.3,14927415.0573000,0
1704114000000,75.785000,76.982000,75.250000,76.789000,468424.7,1704117599999,35658342.2800000,100350,242184.2,18439370.0952000,0
1704117600000,76.792000,76.792000,75.338000,75.932000,437981.1,1704121199999,33262818.0533000,101742,202070.2,15344911.5624000,0
1704121200000,75.932000,76.960000,75.405000,76.586000,430639.8,1704124799999,32828804.0609000,100710,214963.6,16397548.7586000,0
1704124800000,76.590000,77.699000,76.110000,76.831000,500441.6,1704128399999,38471530.1300000,116096,253931.8,19525186.7336000,0
1704128400000,76.830000,77.700000,76.548000,77.447000,242088.1,1704131999999,18670556.5295000,66468,114962.5,8868835.6080000,0
1704132000000,77.445000,78.054000,75.550000,75.604000,480435.0,1704135599999,36996799.1901000,114427,197295.4,15211609.2524000,0
1704135600000,75.605000,77.594000,73.000000,77.216000,1026165.2,1704139199999,77677880.4260000,228489,481946.2,36590345.1388000,0
1704139200000,77.222000,78.000000,76.251000,77.014000,391202.9,1704142799999,30165989.4561000,100816,182718.9,14092948.0098000,0
1704142800000,77.014000,77.323000,76.740000,77.081000,173715.6,1704146399999,13365116.6739000,45435,80765.8,6215323.8524000,0
1704146400000,77.080000,77.174000,75.644000,76.182000,210270.3,1704149999999,16039648.4156000,55168,85130.8,6492013.3844000,0
1704150000000,76.183000,78.630000,76.052000,77.903000,458948.0,1704153599999,35618078.3875000,118696,248510.2,19285124.7399000,0
1704153600000,77.910000,81.272000,77.718000,79.985000,1166258.6,1704157199999,92938106.9401000,230637,581486.8,46330778.7785000,0
1704157200000,79.984000,81.658000,79.176000,79.531000,992858.0,1704160799999,79768223.8582000,207482,496615.6,39916251.0335000,0
1704160800000,79.536000,80.299000,78.857000,79.964000,372510.5,1704164399999,29672373.1894000,87856,178176.0,14198809.6382000,0
1704164400000,79.963000,80.106000,78.666000,79.030000,377665.5,1704167999999,29988225.4274000,80554,165769.4,13166004.7437000,0
1704168000000,79.029000,79.636000,78.557000,79.068000,319073.5,1704171599999,25233579.9998000,65695,157687.2,12475068.5383000,0
1704171600000,79.068000,79.285000,78.246000,78.531000,269417.9,1704175199999,21193833.2316000,58555,125929.1,9908244.2496000,0
1704175200000,78.532000,79.350000,78.272000,78.903000,217863.6,1704178799999,17204158.0353000,53702,116269.6,9182375.8239000,0
1704178800000,78.908000,79.946000,78.832000,79.302000,335780.0,1704182399999,26666532.3029000,87451,159193.1,12644594.4251000,0
1704182400000,79.314000,80.000000,78.750000,79.342000,424216.5,1704185999999,33676425.8963000,99140,206313.4,16383888.9900000,0
1704186000000,79.340000,84.464000,79.142000,84.394000,1287330.5,1704189599999,105426154.1357000,259623,683293.0,55965772.6453000,0
1704189600000,84.382000,88.880000,84.271000,88.463000,2950170.1,1704193199999,255869291.6066000,546519,1456963.1,126400027.8514000,0
1704193200000,88.460000,92.373000,86.660000,88.504000,2975276.4,1704196799999,265115733.3586000,542698,1443374.6,128720664.9269000,0
1704196800000,88.506000,89.574000,86.050000,86.900000,1379683.3,1704200399999,121425211.5067000,251537,633125.3,55755454.7119000,0
1704200400000,86.898000,88.880000,86.814000,87.556000,981205.0,1704203999999,86187982.0172000,165521,466975.8,41017847.4169000,0
1704204000000,87.557000,88.573000,79.817000,81.823000,3590850.5,1704207599999,300340340.4132000,607069,1595331.2,133549661.6062000,0
1704207600000,81.844000,82.911000,80.291000,81.897000,2091783.6,1704211199999,171153400.0233000,334834,1017080.7,83251315.2988000,0
1704211200000,81.890000,83.490000,80.621000,83.424000,1154737.8,1704214799999,94806453.9063000,212963,598311.1,49149694.3315000,0
1704214800000,83.416000,83.999000,81.106000,81.147000,963885.9,1704218399999,79534175.3086000,189130,431604.3,35610392.8617000,0
1704218400000,81.114000,82.000000,80.308000,80.852000,989959.6,1704221999999,80290552.6212000,191325,469632.6,38099497.1678000,0
1704222000000,80.840000,82.402000,80.587000,81.244000,810934.5,1704225599999,66040971.5162000,167787,421314.6,34310477.3388000,0
1704225600000,81.241000,82.097000,80.021000,80.336000,569483.0,1704229199999,46138840.2023000,127877,271916.3,22039784.8689000,0
1704229200000,80.337000,83.250000,80.078000,82.916000,631177.9,1704232799999,51401262.3085000,144654,349937.2,28528186.6913000,0
